aminoglycoside	bacitracin	beta_lactam	bleomycin	chloramphenicol	fosfomycin	fosmidomycin	macrolide-lincosamide-streptogramin	multidrug	peptide	polymyxin	qa_compound	quinolone	rifampin	sulfonamide	tetracycline	triclosan	run_id	Marine_provinces	Environmental_Feature	Ocean_sea_regions	fraction	Biogeographic_biomes	Mean_Lat*	Date/Time [yyyy-mm-ddThh:mm]	Latitude [degrees North]	Longitude [degrees East]	Sampling depth [m]	Mean_Long*	Mean_Depth [m]*	Mean_Temperature [deg C]*	Mean_Salinity [PSU]*	Mean_Oxygen [umol/kg]*	Mean_Nitrates[umol/L]*	NO2 [umol/L]**	PO4 [umol/L]**	NO2NO3 [umol/L]**	SI [umol/L]**	AMODIS:PAR8d,Einsteins/m-2/d-1	Okubo-Weiss	Lyapunov_exp.	grad_SST_adv	retention	Mean Depth MLD Sigma [m]*	Mean Depth Max Fluo [m]*	Mean Depth Max N2 [m]*	Mean Depth Max O2 [m]*	Mean Depth Min O2 [m]*	Mean Depth Nitracline [m]*	miTAG.SILVA.Taxo.Richness	miTAG.SILVA.Phylo.Diversity	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	OG.Shannon	OG.Richness	OG.Evenness	FC - heterotrophs [cells/mL]	FC - autotrophs [cells/mL]	FC - bacteria [cells/mL]	FC - picoeukaryotes [cells/mL]	minimum generation time [h]
0.3784374627628503	0.9172216811147411	1.9641792586026674	0.0	0.13555376371434674	0.022523204088045867	0.04259016950938212	0.5894702601974644	7.8449612904657	0.010069003789549152	0.10465349595691786	8.061413819023494	0.06926683225268972	0.002041965803475003	0.0629863964336219	44.50409896731218	0.18512819584339837	ERR594306	 South Pacific Subtropical Gyre Province, North and South 	 surface water layer 	 South Pacific Ocean 	0.45 - 0.8	Trades Biome	-8.99	2011-07-26T17:10	-8.9971	-139.1963	5	-139.21	5.9	26.5	35.4	186.2	4.0	0.12	0.57	5.46	2.19	40.2	0.0	0.02		8.42	71	99	107	29.0	232.0	203.0										150974.0	150974.0	5770.0	
0.21360452025867335	4.475785355532028	4.859204265031005	0.00738317994372243	0.06883107068845928	0.008633958602639238	0.08078698957575739	0.20866297579078685	14.076644636411073	0.0005867748920790897	0.010069848733379648	20.630484237138596	0.006097262151936912	0.007090196612622335	0.04072123390923699	44.22442066892405	0.29124580454291743	ERR599138	 Indian South Subtropical Gyre Province 	 surface water layer 	 Indian Ocean 	0.22 - 1.6	Trades Biome	-9.39	2010-04-19T07:56	-9.3921	66.4228	5	66.42	5.4	29.8	34.2	187.3	-2.2	0.01	0.08	0.06	2.12	43.4	-0.07	0.05	1.99	6.19	17	59	30	28.0	111.0	61.0	1998.0	331.0	3066.0	2983.0	6.31	7.06	13177.0	0.7440000000000001	313030.0	148147.0	461176.0	566.0	13.0
0.49817934284128546	0.97481142292902	3.4738474926262164	0.0	0.08393067558586861	0.03767437021565945	0.10235692100535385	0.6835297136833293	13.836356846617425	0.024693794684102512	0.08988360890933397	17.294382765895023	0.045831230837705725	0.0	0.25765451799332895	24.814302940524232	0.4620506392764495	ERR598988	 South Pacific Subtropical Gyre Province, North and South 	 marine epipelagic mixed layer 	 South Pacific Ocean 	0.22 - 3.0	Trades Biome	-9.07	2011-08-05T17:31:19	-9.0714	-140.5973	120	-140.62	118.3	25.2	35.8	175.9	4.5	0.35	0.49	1.21	1.47		0.02	0.04		0.0	92	33	115	31.0	241.0	187.0	3419.0	543.0	5265.0	5140.0	6.6	7.21	19030.0	0.732	446146.0	17646.0	463792.0	8414.0	13.0
0.008999802720736479	1.3994480426794813	5.798009160814023	0.0	0.12313205439502739	0.08671726327081578	0.30671493461338645	1.0048975954873909	18.846845497809433	0.05426029667584218	2.329662554580049	18.150673863948757	0.007554221012950944	0.0	0.0866919516402281	30.62416913775628	0.11417942610009121	ERR599027	 Southwest Atlantic Shelves Province 	 deep chlorophyll maximum layer 	 South Atlantic Ocean 	0.22 - 3.0	Coastal Biome 	-47.21	2010-12-06T18:58	-47.2007	-57.9446	40	-58.06	41.8	7.0	34.1	306.2	17.1	0.14	1.42	19.07	3.08	29.5	-0.01	0.05	1.01	2.92	29	45	62	60.0	556.0	63.0	2696.0	383.0	3778.0	3681.0	6.44	7.18	12940.0	0.759	445364.0	0.0	445364.0	7963.0	8.0
0.2751297741400263	3.6443524596032235	4.445087229426439	0.0	0.10127025328738798	0.009465620484484146	0.04927007276937538	0.37588761360061723	13.59343520312855	0.0017682853364531011	0.019126188163700087	18.342283323762906	0.013585480438230388	0.0004482541499749994	0.07473555647157569	40.911433773396304	0.36926857209049146	ERR599142	 North Pacific Subtropical and Polar Front Provinces 	 surface water layer 	 North Pacific Ocean 	0.22 - 3.0	Westerlies Biome	31.52	2011-10-04T17:46	31.5213	-158.9958	5	-159.0	5.5	25.2	35.2	197.7	-1.0	0.0	0.01	0.01	2.43		0.03	0.06		1.39	41	113	52	54.0	456.0	276.0	2212.0	367.0	3275.0	3209.0	6.43	7.1	14422.0	0.741	416576.0	121337.0	537913.0	932.0	13.0
0.7100302500200409	8.290170505364717	33.14021589672806	0.0	8.24476576497425	0.009486086166461176	0.013117971040680625	24.763667961134633	140.69323803512708	0.015119410456589804	4.164525259365683	15.243757009877648	0.05516723552124137	0.005989260170146553	0.12618504439565348	18.674362048714173	7.787483630622832	ERR594319	 South Pacific Subtropical Gyre Province, North and South 	 marine epipelagic mixed layer 	 South Pacific Ocean 	0.45 - 0.8	Trades Biome	-8.9	2011-08-01T17:52:45	-8.9109	-140.2845	150	-140.29	148.0	22.1	35.9	161.3	5.0	1.47	0.66	5.43	1.19	45.2	0.02	0.04		0.0	88	35	122	29.0	339.0	233.0									236172.0	9851.0	246023.0	191.0	
0.4393989467875487	2.8034415250030835	2.527733413244357	0.0	0.2170229601547784	0.0008103032395474858	0.007169620606388746	0.9316699966931427	10.992088455195647	0.04236488868282407	1.0212560992869277	7.607376719478365	0.025873432607217632	0.01925084060015845	0.22222742604555842	54.47611695067436	0.08656911076133145	ERR599008	 Antarctic Province 	 mesopelagic zone 	 Southern Ocean 	0.22 - 3.0	Polar Biome	-61.98	2011-01-07T10:39:47	-61.9689	-49.5017	790	-49.45	783.8	0.5	34.7	203.8	38.8	0.02	2.61	36.37	83.35	34.2	0.0	0.0	0.22	3.08	38	49	51	31.0	427.0	275.0	3682.0	578.0	6143.0	6126.0	6.9	7.15	17413.0	0.732	17963.0	0.0	17963.0	0.0	17.0
0.08208520927569733	1.3367732483647017	3.8499438837821116	0.0	0.5057629626753085	0.006014985813568357	0.04446902403449786	0.8145742741985127	15.202598890724401	0.09201606200358342	0.06621204022408282	22.726375316901947	0.016201817089815884	0.017931437786301862	0.15551952431668295	30.866827804926935	0.19576403043688315	ERR599014	 South Pacific Subtropical Gyre Province, North and South 	 deep chlorophyll maximum layer 	 South Pacific Ocean 	0.22 - 3.0	Trades Biome	-1.84	2011-05-21T21:00	-1.9002	-84.6265	50	-84.63	48.7	21.8	35.1	144.6	10.9	0.41	0.93	10.7	6.0	46.5	0.02	0.0	0.43	7.03	22	41	81	29.0	347.0	253.0	2874.0	443.0	4207.0	4039.0	6.8	7.19	16528.0	0.74					10.0
0.3881913112852462	1.7714074767393753	5.3027199367347695	0.0	0.7311982164240026	0.2245900898388569	0.1409561868633936	1.7167673853462357	26.622473883800044	0.11543527833151063	0.17340271542220143	23.006800913872013	0.04516103653986639	0.11134001346830849	0.09917008009230223	32.76387961982495	0.9529819128711176	ERR599113	 South Pacific Subtropical Gyre Province, North and South 	 deep chlorophyll maximum layer 	 South Pacific Ocean 	0.22 - 3.0	Trades Biome	-12.99	2011-04-15T19:38	-12.9723	-96.0122	50	-95.99	57.6	20.6	35.5	216.8	1.5	0.16	0.78	5.7	1.9	41.8	-0.02	0.05	0.34	8.97	35	61	51	52.0	239.0	146.0	3053.0	467.0	4404.0	4230.0	6.83	7.25	18465.0	0.738	384276.0	116141.0	500417.0	4501.0	14.0
0.1717740456610991	1.242013044571609	3.389996662413526	0.0	1.29304913145361	0.018877929401003572	0.07624954114652338	0.7977400936960314	17.41197714266519	0.0700564934118133	0.069553440893449	15.759437349741502	0.10964397222864745	0.0035518152254241002	0.08327820695939153	31.846669069168115	0.5448639890671552	ERR599135	 South Atlantic Gyral Province 	 surface water layer 	 South Atlantic Ocean 	0.22 - 3.0	Trades Biome	-20.44	2010-09-21T06:55	-20.4091	-3.1759	5	-3.19	5.4	19.8	36.4	215.7	0.2	0.05	0.36	0.99	1.36	48.2	0.0	0.04	1.33	10.81	147	54	154	29.0	239.0	158.0	2766.0	441.0	3896.0	3759.0	6.56	7.16	16493.0	0.737	572821.0	117261.0	690082.0	9740.0	9.0
0.25609821345687545	3.595739871982611	4.749640977793473	0.0	0.221275118818781	0.027996933544077493	0.09428983958814956	0.6084501592674502	14.360901772162592	0.00467679742043231	0.04664367440854135	20.052533836877902	0.0053820287774816265	0.009041808346169133	0.09809549567400996	41.43471810547132	0.4097713794763799	ERR599011	 Indian Monsoon Gyres Province 	 surface water layer 	 Indian Ocean 	0.22 - 1.6	Trades Biome	14.6	2010-03-30T02:47	14.6059	69.9776	5	69.98	5.5	29.1	36.0	187.4	-1.3	0.0	0.14	0.09	1.47	47.6	-0.16	0.03	0.43	21.64	5	65	57	30.0	422.0	75.0	2520.0	407.0	3964.0	3812.0	6.56	7.1	16594.0	0.731	491899.0	249308.0	741207.0	818.0	14.0
0.39145104579685974	3.3186410305072007	4.499734962960304	0.0	0.05533135452870153	0.00828690628108401	0.1327809897493607	0.4385316406322463	14.205459890364498	0.006272463168548356	0.0358836568186626	14.600458681586549	0.11854615276188096	0.11847248515947753	0.1475780678819066	38.0784673849102	0.374592258776014	ERR598954	 South Pacific Subtropical Gyre Province, North and South 	 surface water layer 	 South Pacific Ocean 	0.22 - 3.0	Trades Biome	-23.28	2011-06-14T16:45	-23.2811	-129.3947	5	-129.4	5.4	24.2	36.5	202.2	-0.9	0.01	0.14	0.03	0.8	27.0	-0.06	0.03	0.44	17.22	131	159	155	162.0	532.0	431.0	2653.0	421.0	4081.0	4021.0	6.52	7.12	16502.0	0.733	493328.0	118066.0	611394.0	321.0	15.0
0.13322477584241565	1.2898610903947918	3.843426935587737	0.0	0.6883289851258046	0.011026203843841679	0.21404873256347376	0.7308245898017648	13.53142960531264	0.23868309396586387	0.020188780375939408	17.342899623847075	0.1013207895032288	0.0	0.1233749993986903	33.04208646908759	0.6437888522788029	ERR599073	 Mediterranean Sea, Black Sea Province 	 deep chlorophyll maximum layer 	 Mediterranean Sea 	0.22 - 1.6	Westerlies Biome	35.76	2009-11-02T14:07	35.7528	14.2765	60	14.25	61.6	18.4	37.9	237.9		0.03	0.01	0.02	0.62	23.2	0.14	0.0		7.67	39	84	57	56.0	395.0		2746.0	434.0	4034.0	3922.0	6.55	7.14	14088.0	0.748					13.0
0.596944522711373	2.549248632570808	4.162414584123696	0.0	0.5344395450753943	0.33048662837436815	0.0027550988344964373	1.5892892897095274	13.717599270189544	0.308571069463601	1.7810307224457365	12.283363542023581	0.0	0.0	0.3920669257867409	16.570874606035353	1.0366524092639515	ERR598981	 South Pacific Subtropical Gyre Province, North and South 	 deep chlorophyll maximum layer 	 South Pacific Ocean 	0.22 - 3.0	Trades Biome	-12.93	2011-04-16T13:03:08	-12.9794	-96.0232	177	-96.12	175.3	13.0	34.8	0.7	21.1	0.03	2.68	23.9	19.6	43.1	-0.02	0.05	0.34	8.97	35	61	51	52.0	239.0	146.0	3172.0	505.0	4805.0	4686.0	6.68	7.23	17448.0	0.74	305319.0	0.0	305319.0	0.0	26.0
0.6104793254578305	1.6915855060001639	3.8218540954093085	0.0	0.2734795727365618	0.006100373844385568	0.001412718153436658	1.0034776214713708	7.807843295125923	0.3332066265347153	1.1520700206875365	7.851808278960571	0.0021199279498138103	0.003754076211929581	0.2532681570772072	16.625648863741414	0.2700116650311315	ERR599070	 North Pacific Equatorial Countercurrent Province 	 deep chlorophyll maximum layer 	 North Pacific Ocean 	0.22 - 3.0	Trades Biome	14.17	2011-12-02T20:42	14.2075	-116.6468	40	-116.71	44.2	18.6	34.4	95.4	11.0	0.31	0.88	6.05	4.66	40.6	0.05	0.03		2.67	17	40	38	29.0	364.0	46.0	3055.0	512.0	4997.0	4956.0	6.08	7.21	17574.0	0.738	4323439.0	93168.0	4416607.0	4746.0	31.0
0.5869838831389333	1.7472700166694062	3.8039205175999284	0.0	0.27716030550921195	0.018376485805471	0.0019948267037852973	0.9560507678836027	7.73102129090654	0.21189989149481045	1.15299789609611	8.025200268392977	0.004267719682305306	0.00472845248795745	0.2295903617866588	16.7685586024284	0.24111222739643332	ERR599147	 North Pacific Equatorial Countercurrent Province 	 deep chlorophyll maximum layer 	 North Pacific Ocean 	0.22 - 3.0	Trades Biome	14.17	2011-12-02T20:42	14.2075	-116.6468	40	-116.71	44.2	18.6	34.4	95.4	11.0	0.31	0.88	6.05	4.66	40.6	0.05	0.03		2.67	17	40	38	29.0	364.0	46.0	3055.0	512.0	4997.0	4956.0	6.08	7.21	17574.0	0.738	4323439.0	93168.0	4416607.0	4746.0	31.0
0.5781872727279008	2.0139247561679157	3.724228117894697	0.0	0.6622527019694581	0.01714624312189495	0.0058956938771850135	2.43165880935432	15.399165053811577	0.4579858482648677	0.6212456904450174	6.902213796492493	0.00998195466546504	0.010574920246254903	0.21704992212706378	14.920238912567976	0.5892735737304194	ERR599060	 North Pacific Equatorial Countercurrent Province 	 mesopelagic zone 	 North Pacific Ocean 	0.22 - 3.0	Trades Biome	6.37	2011-12-11T20:37:22	6.3559	-103.0598	450	-103.07	444.9	8.2	34.6	0.8	36.9	0.01	3.16	36.22	52.92	33.7	-0.11	0.04		1.61	24	50	48	28.0	347.0	55.0	3860.0	602.0	6404.0	6338.0	6.28	7.3	20553.0	0.735	130743.0	0.0	130743.0	0.0	36.0
0.11056313931920778	1.8911901039206753	2.4230867063414627	0.0	0.33421765611667903	0.040211859456584204	0.07069771030423784	0.7561847042122053	15.016439303219459	0.15039451596539666	0.45736176464644485	13.825182002758767	0.1594764710502078	0.0	0.10489339322332249	35.76873863803868	0.40110925115881785	ERR594297	 South Atlantic Gyral Province 	 surface water layer 	 South Atlantic Ocean 	0.45 - 0.8	Trades Biome	-31.03	2010-09-14T06:55	-31.0266	4.665	5	4.69	5.4	16.8	35.7	231.9		0.25	0.23	1.3	2.6	34.1	-0.25	0.04	0.22	31.83	187	37	200	56.0	772.0	450.0									439221.0	192777.0	631998.0	18473.0	
0.08637602273283904	0.8860280687488972	3.9601217364108914	0.0	0.25676673342006046	0.001858200287878459	0.10778094530237062	0.5718906799736839	11.888458917389299	0.047749339811276825	0.04862683948247492	21.310188228546654	0.028695921588523063	0.001793228249840751	0.18730353896866214	31.298866139861833	0.25615262808274464	ERR599108	 Chile-Peru Current Coastal Province 	 deep chlorophyll maximum layer 	 North Pacific Ocean 	0.22 - 3.0	Coastal Biome 	2.08	2011-05-12T22:15	2.0299	-84.5546	30	-84.52	29.8	26.5	34.3	203.1	3.9	0.11	0.5	4.6	3.2	51.7	0.01	0.02	2.22	11.36	9	28	42	28.0	380.0	61.0	2501.0	401.0	3567.0	3451.0	6.68	7.17	15374.0	0.743	824281.0	155101.0	979382.0	4968.0	13.0
0.06179385763690594	1.509076414103168	3.574250019121064	0.0	0.1220363133613702	0.007001769237795775	0.2218316886138533	0.6735729337000728	14.715776026030182	0.05705234727210834	0.13398846295435654	21.893485413056464	0.0	0.0	0.18957199094421695	30.30292824054161	0.21720108976345928	ERR598962	 Pacific Equatorial Divergence Province 	 deep chlorophyll maximum layer 	 South Pacific Ocean 	0.22 - 3.0	Trades Biome	-5.27	2011-04-22T21:13	-5.2669	-85.2732	40	-85.23	45.7	19.6	34.9	103.9	20.3	1.2	1.86	24.4	10.5	44.4	0.0	0.04	1.8	3.75	18	37	36	29.0	353.0	41.0	2931.0	448.0	4241.0	4111.0	6.78	7.17	15878.0	0.741	1071414.0	246947.0	1318361.0	13382.0	12.0
0.11170323119147836	1.1549700283481283	3.70753039673712	0.0	0.7051152083468318	0.0071473286413881445	0.18159880574898932	0.6618534150674862	13.333820704928396	0.19626502834349766	0.019888137570550576	16.876942867589882	0.1174397693489302	0.0	0.1290856676544808	32.05428018847237	0.6004661022221841	ERR599092	 Mediterranean Sea, Black Sea Province 	 deep chlorophyll maximum layer 	 Mediterranean Sea 	0.22 - 1.6	Westerlies Biome	35.76	2009-11-02T14:07	35.7528	14.2765	60	14.25	61.6	18.4	37.9	237.9		0.03	0.01	0.02	0.62	23.2	0.14	0.0		7.67	39	84	57	56.0	395.0		2746.0	434.0	4034.0	3922.0	6.55	7.14	14088.0	0.748					13.0
0.28290313560741137	1.1270461384083792	3.963081839011401	0.0	0.18653804833032295	0.039173299688097664	0.14355018391329638	0.7128726209778139	14.91494518184241	0.02754062464200643	0.17155814504242664	18.395306938973253	0.06418301037034947	0.0	0.13125797531945643	26.762615937668446	0.5442245278043648	ERR599018	 Eastern Africa Coastal Province 	 deep chlorophyll maximum layer 	 Indian Ocean 	0.22 - 3.0	Coastal Biome 	-35.25	2010-07-12T11:03:22	-35.2421	26.3048	30	26.31	28.7	21.8		206.4						10.4	1.83	0.11	0.73	1.08	47	26	89	416.0	675.0		3402.0	530.0	5405.0	5221.0	6.8	7.21	18416.0	0.7340000000000001	521106.0	64001.0	585107.0	6166.0	12.0
0.35606402915477325	2.753730967633832	5.506298554182517	0.0	1.3530458464339472	0.015540462132476087	0.010105128086142084	3.3961067882003997	23.56438569067251	0.09337138351595288	2.083983583570945	11.32263547175824	0.004070121034696118	0.0	0.23727975184694636	12.164500422730658	0.6432076225303984	ERR599067	 Chile-Peru Current Coastal Province 	 mesopelagic zone 	 North Pacific Ocean 	0.22 - 3.0	Coastal Biome 	2.07	2011-05-13T16:08:58	2.0649	-84.5546	380	-84.54	376.4	11.3	34.8	2.5	33.9	0.02	2.58	35.3	36.3	51.7	0.01	0.02	2.22	11.36	9	28	42	28.0	380.0	61.0	3372.0	531.0	4999.0	4927.0	6.83	7.29	18992.0	0.74	137487.0	0.0	137487.0	0.0	18.0
0.13385019647291693	1.971242958772061	4.496747370808089	0.0	0.2097246330039792	0.053277768917712964	0.025769067742472413	0.3510502410945943	15.296719097313897	0.007775846192595931	0.03045897896458861	24.38872356869803	0.022020979450274536	0.009855749107748338	0.05973458727710543	28.798483520970926	0.5303669457126859	ERR594310	 South Atlantic Gyral Province 	 surface water layer 	 South Atlantic Ocean 	0.22 - 0.45	Trades Biome	-20.94	2010-10-16T09:55	-20.9354	-35.1803	5	-35.2	5.5	23.3	37.1	206.2	0.0	0.0	0.06	0.0	0.81		0.01	0.02	0.7	3.53	34	129	154	53.0	395.0	395.0									418710.0	191229.0	609939.0	2215.0	
